Id,SalePrice
1461,120129.31638285187
1462,153008.7854064986
1463,181999.667865918
1464,195952.28499780287
1465,197477.8125872035
1466,171222.8437366318
1467,178212.01779580885
1468,161123.61215957563
1469,193898.47881496925
1470,119925.604789806
1471,189952.67847808325
1472,97385.9241690199
1473,96173.51867350194
1474,146413.76269308914
1475,113408.51351352438
1476,363558.8497525451
1477,250762.12819425605
1478,294599.1815289544
1479,299293.44565708295
1480,474977.58803628816
1481,325368.59760204714
1482,210850.56526419768
1483,177057.7207100431
1484,162710.8451215377
1485,191473.7655470587
1486,193107.9617774654
1487,339866.0295461023
1488,238341.33532048418
1489,193749.6082050262
1490,231349.0659469988
1491,195044.07028414906
1492,92756.67611514177
1493,189749.5884392125
1494,299951.3792833911
1495,293285.5911212206
1496,235702.15766154378
1497,179388.32508260966
1498,167787.27829460753
1499,162374.42494971008
1500,152697.77495439677
1501,174507.69277533924
1502,145503.6506212222
1503,290290.22303373506
1504,242519.0337992157
1505,225593.9751779172
1506,188193.22519878796
1507,245834.5514780437
1508,202873.92776776507
1509,163898.0977788804
1510,143480.39546743783
1511,148092.6730057099
1512,175334.35530234524
1513,152363.35065623088
1514,155109.81990672927
1515,197374.40600365406
1516,157898.11081760877
1517,168347.74792537472
1518,132466.496844432
1519,209170.4308041955
1520,127540.30850578842
1521,130083.47515553552
1522,178496.1397739455
1523,110130.51159133477
1524,125686.44701638765
1525,120266.19747097132
1526,113488.37444080893
1527,107566.17450085806
1528,137378.3893469948
1529,149722.56499002723
1530,184338.36270192487
1531,105988.75185360076
1532,98505.57943429326
1533,142816.38267748785
1534,127215.27170736817
1535,147673.90202250797
1536,106379.11563719073
1537,64977.58596862501
1538,147236.9720549623
1539,191933.55837510552
1540,94263.45850341654
1541,138707.10514196922
1542,139649.2498648731
1543,189700.53751999213
1544,85068.0084813381
1545,115257.94054333364
1546,135137.91282301547
1547,127884.20576731049
1548,138708.24355731037
1549,119838.49286651284
1550,135618.0232182609
1551,108884.99981547272
1552,136390.98109602102
1553,148289.80774366978
1554,116891.82272110373
1555,160376.90131114144
1556,85485.17170699117
1557,105780.72011395861
1558,97580.45125685372
1559,63552.76802692338
1560,134335.23100407387
1561,129372.72588983367
1562,130057.34828423729
1563,117918.55506134818
1564,155071.55198099796
1565,150955.3407950722
1566,237772.53074719827
1567,76404.0750295784
1568,230818.44131562498
1569,127780.26853477267
1570,139167.54640386655
1571,123248.06659908112
1572,142090.06900251703
1573,236848.71671764142
1574,118411.1605684901
1575,228294.7333937121
1576,241692.83937702145
1577,182201.7635543572
1578,148720.333350499
1579,144283.67460412002
1580,196843.9280176812
1581,153037.5173431959
1582,125687.59815299789
1583,295888.95713129715
1584,216154.1458681093
1585,136126.5245419615
1586,67143.73313938858
1587,104989.71874882629
1588,151179.16829745087
1589,96656.2164897681
1590,133891.40280903352
1591,92120.86640430184
1592,114189.88906279957
1593,127669.24235410168
1594,123646.9654616617
1595,107500.49085079688
1596,222575.4363111559
1597,193546.93965914875
1598,227982.70331666223
1599,172656.03043455433
1600,162810.36347349512
1601,68670.57817887756
1602,117135.40853671772
1603,71358.15862846232
1604,260213.98917750438
1605,243774.2319576857
1606,168701.8701135877
1607,173316.51157346866
1608,214614.0413639863
1609,185339.24789518586
1610,150446.69880184537
1611,138184.7248064833
1612,170111.59149848693
1613,161412.03068661544
1614,128011.2169227942
1615,93618.25419454864
1616,77864.51966472293
1617,95346.84781026728
1618,124769.08143316275
1619,140093.27093942097
1620,152267.550721141
1621,138619.24058028354
1622,141655.71194439236
1623,261268.10001323366
1624,209360.63951990465
1625,120859.60722550045
1626,170452.59591000917
1627,190582.20893444953
1628,280021.0948513829
1629,184313.18863868696
1630,345037.4836673682
1631,230402.01030487745
1632,244459.26090129744
1633,174440.99603746395
1634,185156.26676201163
1635,176706.7483973536
1636,152578.34298140137
1637,199100.65915828626
1638,181426.71434846788
1639,190515.90016539782
1640,250882.9260563162
1641,183790.8824575022
1642,237825.81060509488
1643,216168.74043171667
1644,232651.6892808583
1645,196243.4430148262
1646,158437.26408653505
1647,162485.12081302618
1648,130092.84903816262
1649,138945.26242839964
1650,114357.95753029823
1651,120810.88854121117
1652,97580.96776036022
1653,99581.91815297703
1654,145872.11302769266
1655,138767.47796651215
1656,140735.73760323366
1657,147519.48764329636
1658,142980.17175416247
1659,119989.18953571953
1660,155445.67532750277
1661,419298.3780886651
1662,409959.9144741667
1663,380156.82259417453
1664,405317.026725237
1665,304524.61387810117
1666,332727.8941430035
1667,378054.06368706364
1668,345331.79980074207
1669,314023.7219150126
1670,355979.7686123752
1671,257720.5061323645
1672,422106.3356117003
1673,290130.6274637994
1674,241744.74271188
1675,191549.84673843437
1676,190618.2945744627
1677,217118.71217511458
1678,438373.2567100819
1679,384877.259328771
1680,328430.46831946785
1681,251804.62614685204
1682,320551.6090298305
1683,180758.20397822734
1684,177031.50592298643
1685,175707.87662411202
1686,167858.36116335524
1687,174089.0974032522
1688,189156.20809774025
1689,196666.04573180436
1690,199987.60520210682
1691,186979.3619911359
1692,270939.6995971978
1693,170797.60703902604
1694,184650.3151745898
1695,169535.5477065146
1696,273139.2216325048
1697,174714.30275650573
1698,356328.72433607455
1699,310821.15047659364
1700,250690.61080841738
1701,275275.67958586925
1702,239339.33293508273
1703,242622.78779001473
1704,274618.46154286165
1705,240254.66339821593
1706,351918.58074919344
1707,213224.02152519714
1708,200166.59954659513
1709,272020.63809084473
1710,217809.3068568387
1711,271321.57657968556
1712,257725.56128323983
1713,275776.8371581802
1714,221973.37273980942
1715,208302.16197649777
1716,184707.92577077198
1717,178302.81991770957
1718,136842.96535761486
1719,208628.43516659702
1720,245426.44968563525
1721,166354.54316873226
1722,127172.56833180528
1723,155390.5140189213
1724,204903.54440444306
1725,236352.28254240242
1726,184387.7724549832
1727,150056.6767807767
1728,177684.59538402368
1729,167523.2402390295
1730,159384.8249172873
1731,121720.45748995751
1732,125576.70481500473
1733,114362.11069859377
1734,120517.87605578043
1735,126408.56764194214
1736,109538.31064061889
1737,300625.9204826812
1738,245427.9684028325
1739,244841.06712087514
1740,205655.09168078232
1741,186161.14656705057
1742,172304.68418937537
1743,179672.39926582135
1744,309047.7160495962
1745,218225.3143865934
1746,187923.0627819697
1747,216429.65398499547
1748,216340.4623839525
1749,143793.19792019977
1750,125301.15376914357
1751,250193.21388979672
1752,116708.23870390088
1753,150776.62439944284
1754,197324.7575878632
1755,163244.16043084365
1756,125232.66187288889
1757,120874.88124315973
1758,146173.97528410942
1759,162914.81203525094
1760,165864.95298613625
1761,145371.65297137402
1762,178226.26623223827
1763,186586.11259310105
1764,114040.70035471817
1765,162901.812428415
1766,189156.97611167404
1767,221057.2497017573
1768,141194.68303192983
1769,176359.48874077696
1770,152452.1353226006
1771,126120.35287707685
1772,129969.54891021093
1773,128605.43269347986
1774,140659.81178722443
1775,141933.40904825105
1776,129414.16546693059
1777,108882.85940210539
1778,138695.80415989977
1779,117226.3027604849
1780,181779.59824793378
1781,127000.8222780588
1782,87811.8478807059
1783,141429.50048144802
1784,106688.60200391042
1785,124913.91233492008
1786,143039.20675525616
1787,166335.06235727633
1788,59761.775890834615
1789,100343.99352158888
1790,77853.72589301469
1791,179312.76914182084
1792,157557.83247525932
1793,129183.1092952515
1794,154077.2530573657
1795,133174.70342407894
1796,132423.87430412433
1797,114687.0889091562
1798,121971.41685215123
1799,110452.7782945734
1800,133045.82080612757
1801,125280.16568998339
1802,145466.320385419
1803,149797.1167786313
1804,136516.8040139631
1805,137478.21366620963
1806,123426.72313716784
1807,138741.035749872
1808,127472.42288257518
1809,122748.93112930695
1810,140455.0106179376
1811,94718.00782550311
1812,97154.81147305814
1813,122499.15227032048
1814,95240.16576900169
1815,53868.599043833536
1816,97675.23535010098
1817,104381.68655252717
1818,140412.16075896894
1819,126472.41959421743
1820,50723.17972031227
1821,118130.73015177331
1822,151309.1694435927
1823,43011.87633476226
1824,129940.52615292506
1825,138362.73865588772
1826,103623.09789133017
1827,102392.71189761959
1828,136571.75383607985
1829,126078.70868938205
1830,136469.0869887157
1831,148754.90701489412
1832,74802.11691832588
1833,142185.36911198328
1834,117805.93148961723
1835,120672.95690477552
1836,124286.23885388688
1837,86656.23335882871
1838,121411.26777274751
1839,96384.3940954073
1840,143454.84326238674
1841,133963.54909515363
1842,88487.73732532357
1843,128038.80756870318
1844,144936.27387503497
1845,143189.66721910617
1846,156253.40337438608
1847,165843.7223277841
1848,53223.962758609494
1849,113446.55696984942
1850,116939.78290887867
1851,151783.34842943156
1852,126135.22361449276
1853,121035.41241178403
1854,165757.53726801922
1855,148718.63545471488
1856,224095.13456430892
1857,135751.25487734383
1858,136444.40531564225
1859,122454.4878633818
1860,145342.80348235046
1861,121929.57641153115
1862,326869.00817139447
1863,307301.9865894014
1864,307371.1658550729
1865,343073.7578991855
1866,330872.50247933675
1867,231591.35931949614
1868,287203.9316897886
1869,201557.5966179438
1870,227403.3998426332
1871,259654.87305039956
1872,174467.04913612458
1873,234655.95654423896
1874,153629.38123424485
1875,198821.5189137604
1876,197421.9581112441
1877,209802.71203209183
1878,207665.82220153202
1879,128499.04273674493
1880,133594.05865654175
1881,243445.44239504216
1882,244449.6984677973
1883,186531.57879965578
1884,202823.56557838057
1885,244213.4190073927
1886,292145.1313271487
1887,212423.3518440843
1888,271828.0881197243
1889,164888.743595886
1890,113625.08368901144
1891,136008.98882011865
1892,97864.8073992497
1893,124555.23436346192
1894,123045.9056383512
1895,133751.5066154434
1896,127824.0789553666
1897,115878.29339456982
1898,109615.66862605618
1899,163261.08092517103
1900,157195.0088500068
1901,169714.53154914084
1902,152782.371017056
1903,219290.71251405033
1904,147211.95469245117
1905,199977.77093802596
1906,156683.32217482425
1907,206278.20417554353
1908,110777.70263008185
1909,132735.32241436868
1910,119828.41347254004
1911,222345.4534093426
1912,333727.24790972524
1913,142599.67869713088
1914,53730.06763184802
1915,295934.7002799626
1916,65288.57078663489
1917,252349.37571590758
1918,140879.77516407508
1919,176481.756992938
1920,154334.42681355888
1921,383149.2151646146
1922,322157.179702474
1923,231975.64874517632
1924,215778.8876884337
1925,196192.23075894074
1926,369725.06970438315
1927,133549.2359372123
1928,158452.19997981293
1929,124883.46132170327
1930,134164.05115515093
1931,142418.7827267754
1932,141392.31920207938
1933,183723.65032970923
1934,182695.87144094132
1935,170053.93832019303
1936,194877.84151805655
1937,185532.50551346963
1938,170208.58682259044
1939,242256.70266094294
1940,192870.13742815703
1941,170268.79968051065
1942,185377.63902344165
1943,213087.2157635785
1944,368629.60338985035
1945,397822.2888177324
1946,130646.3625159116
1947,271679.2050359496
1948,170677.35345034147
1949,246614.04090567262
1950,191150.94256593825
1951,243959.1366573242
1952,206073.03143977217
1953,164440.65550063166
1954,183072.39611076325
1955,136255.9522112142
1956,298870.5931331763
1957,151598.08076697122
1958,301532.17581665877
1959,144156.4152106413
1960,115542.28684967771
1961,120199.81380356415
1962,98319.66831224578
1963,105425.79849141029
1964,106746.84302881667
1965,140441.86797768282
1966,139844.08210902195
1967,291057.02967811935
1968,416499.37742220133
1969,389962.08262831316
1970,412183.88500917156
1971,459319.83481583826
1972,382439.8743999631
1973,265658.0485304027
1974,336640.869474245
1975,451298.47127314727
1976,275881.1525745542
1977,353350.2356287723
1978,349057.94965109305
1979,327559.6927899135
1980,203030.16869168446
1981,342075.36375164357
1982,219430.55294622958
1983,206115.67830335573
1984,170098.53766224586
1985,224159.172092251
1986,208863.99462315917
1987,183712.67913284941
1988,174969.1575603058
1989,191969.98524480098
1990,208014.30874897575
1991,228687.65539084197
1992,214478.25599364363
1993,168358.85739712435
1994,231053.99425917034
1995,184816.50018679904
1996,250833.44839422582
1997,318605.7079749954
1998,318952.9537224052
1999,280109.3405899555
2000,319515.93698883406
2001,272992.8215990575
2002,242461.075004148
2003,256565.83144206638
2004,277959.233984477
2005,227255.13846182686
2006,222510.29109707862
2007,251286.77551300955
2008,214291.55280548157
2009,195726.24917764546
2010,197864.0232790666
2011,145152.15459785733
2012,176139.55137344747
2013,178351.13540480775
2014,183255.86626684672
2015,208887.6975891245
2016,190152.25703256766
2017,193439.82563619793
2018,118028.66399841646
2019,132401.09648791148
2020,103784.38178133091
2021,103231.52837785374
2022,182828.13230728178
2023,143338.37244153826
2024,269263.5276204839
2025,351625.6691585289
2026,174816.1448553429
2027,158413.01207234123
2028,155063.00015857606
2029,168534.28172964486
2030,266156.6618277242
2031,232419.13807291634
2032,254280.46359555074
2033,257563.2251855752
2034,173692.11349346023
2035,219480.8703797504
2036,202331.92441611708
2037,209050.15543837956
2038,320653.3585739633
2039,232605.60492100683
2040,270626.3342403406
2041,298336.78498564265
2042,206730.69692697198
2043,174357.38165809325
2044,175465.84029616043
2045,215006.28348904362
2046,146405.43891668384
2047,146747.12827325513
2048,141800.1781998822
2049,143956.77846650878
2050,179818.61946877252
2051,105213.8293759362
2052,124481.22598687917
2053,148698.51934574946
2054,87400.94684095884
2055,159290.29348173138
2056,148708.24767973533
2057,112574.5543778536
2058,216575.77865793012
2059,132760.20339341986
2060,172989.88594661345
2061,176843.64454791587
2062,128633.61981372608
2063,116540.8267728683
2064,137857.61940340273
2065,119041.18117230931
2066,164752.60220994393
2067,113710.14131365725
2068,149311.66677545942
2069,87970.37149648865
2070,117792.97270099948
2071,94293.23147523338
2072,136648.97460592334
